GEO_ID,S1903_C02_001E,S1903_C01_001E,S1903_C01_001M,S1903_C01_002E,S1903_C01_002M,S1903_C01_003E,S1903_C01_003M,S1903_C01_004E,S1903_C01_004M,S1903_C01_005E,S1903_C01_005M,S1903_C01_006E,S1903_C01_006M,S1903_C01_007E,S1903_C01_007M,S1903_C01_008E,S1903_C01_008M,S1903_C01_009E,S1903_C01_009M,S1903_C01_010E,S1903_C01_010M,S1903_C01_012E,S1903_C01_012M,S1903_C01_013E,S1903_C01_013M,S1903_C01_014E,S1903_C01_014M,S1903_C01_015E,S1903_C01_015M,S1903_C01_016E,S1903_C01_016M,S1903_C01_017E,S1903_C01_017M,S1903_C01_018E,S1903_C01_018M,S1903_C01_019E,S1903_C01_019M,S1903_C01_020E,S1903_C01_020M,S1903_C01_021E,S1903_C01_021M,S1903_C01_022E,S1903_C01_022M,S1903_C01_023E,S1903_C01_023M,S1903_C01_024E,S1903_C01_024M,S1903_C01_025E,S1903_C01_025M,S1903_C01_026E,S1903_C01_026M,S1903_C01_027E,S1903_C01_027M,S1903_C01_028E,S1903_C01_028M,S1903_C01_029E,S1903_C01_029M,S1903_C01_030E,S1903_C01_030M,S1903_C01_031E,S1903_C01_031M,S1903_C02_001M,S1903_C02_002E,S1903_C02_002M,S1903_C02_003E,S1903_C02_003M,S1903_C02_004E,S1903_C02_004M,S1903_C02_005E,S1903_C02_005M,S1903_C02_006E,S1903_C02_006M,S1903_C02_007E,S1903_C02_007M,S1903_C02_008E,S1903_C02_008M,S1903_C02_009E,S1903_C02_009M,S1903_C02_010E,S1903_C02_010M,S1903_C02_012E,S1903_C02_012M,S1903_C02_013E,S1903_C02_013M,S1903_C02_014E,S1903_C02_014M,S1903_C02_015E,S1903_C02_015M,S1903_C02_016E,S1903_C02_016M,S1903_C02_017E,S1903_C02_017M,S1903_C02_018E,S1903_C02_018M,S1903_C02_019E,S1903_C02_019M,S1903_C02_020E,S1903_C02_020M,S1903_C02_021E,S1903_C02_021M,S1903_C02_022E,S1903_C02_022M,S1903_C02_023E,S1903_C02_023M,S1903_C02_024E,S1903_C02_024M,S1903_C02_025E,S1903_C02_025M,S1903_C02_026E,S1903_C02_026M,S1903_C02_027E,S1903_C02_027M,S1903_C02_028E,S1903_C02_028M,S1903_C02_029E,S1903_C02_029M,S1903_C02_030E,S1903_C02_030M,S1903_C02_031E,S1903_C02_031M,NAME
1600000US1750647,70859,8422,273,75.6,2.4,0.4,0.4,0.4,0.6,21.1,2,0.1,0.2,0.8,0.6,1.5,0.7,3.9,1.3,73.3,2.5,0.2,0.3,24.3,2.2,42.6,2.4,33,2.1,6213,220,38.7,2.5,61.3,2.5,87,2.6,8.9,2.1,4.2,1.9,2209,247,61.9,6.2,59.2,6.1,2.7,1.6,38.1,6.2,29.4,5.3,8.6,4.1,25.1,(X),24.6,(X),26.5,(X),4044,66032,3768,95982,99007,-,**,92886,9653,-,**,63224,49528,74545,45372,71140,17927,65609,4040,-,**,93424,19206,81985,6932,45341,5857,81588,6246,82242,8716,79010,10707,86769,8854,65222,24667,57250,17288,41271,9839,25779,5469,24778,3158,107250,39596,59241,13491,49500,8576,129053,27908,(X),(X),(X),(X),(X),(X),"Morton Grove village, Illinois"
1600000US1750751,28000,320,53,55,10.3,40.6,10,0,9.6,0,9.6,0,9.6,0,9.6,4.4,4.4,0,9.6,55,10.3,5.3,7,35.3,10.2,35.6,8.8,23.8,9.6,217,46,45.2,13.1,54.8,13.1,58.1,12.8,28.6,12.1,13.4,11,103,40,46.6,21,42.7,18.5,3.9,7.3,53.4,21,48.5,19.8,4.9,6.9,21.3,(X),24.9,(X),13.6,(X),7155,26250,6247,33571,11594,-,**,-,**,-,**,-,**,6591,1758,-,**,26250,6247,45982,6397,28580,3288,36667,11811,15000,6658,33512,7808,22500,16855,36641,5192,43750,15110,15000,23033,17750,13595,10536,4687,8750,2681,8333,2523,-,**,14583,7515,13889,8795,-,**,(X),(X),(X),(X),(X),(X),"Mound City city, Illinois"
1600000US1750777,16780,397,60,25.2,8,74.8,8,0,7.9,0,7.9,0,7.9,0,7.9,0,7.9,0,7.9,25.2,8,3,3.8,22.9,9,41.3,8.3,32.7,7.9,188,40,47.3,15.5,52.7,15.5,27.1,13.9,70.7,14.1,2.1,3.9,209,55,58.9,13.1,57.4,12.9,1.4,2.6,41.1,13.1,41.1,13.1,0,14.4,33.8,(X),37.8,(X),30.1,(X),4615,17813,10393,16118,6952,-,**,-,**,-,**,-,**,-,**,-,**,17813,10393,-,**,16058,10568,21667,6870,16000,3293,23750,13284,14625,4789,31188,7614,32321,23149,16635,11290,-,**,14063,3611,15688,3696,15500,4098,-,**,12500,5801,12500,5801,-,**,(X),(X),(X),(X),(X),(X),"Mounds city, Illinois"
1600000US1750790,56250,48,18,100,42.8,0,42.8,0,42.8,0,42.8,0,42.8,0,42.8,0,42.8,0,42.8,100,42.8,12.5,19.1,18.8,18,50,22.7,18.8,20.9,38,19,42.1,22.1,57.9,22.1,92.1,11.1,5.3,8.2,2.6,9.5,10,10,10,45,10,45,0,93.8,90,45,90,45,0,93.8,16.7,(X),13.2,(X),30,(X),32090,56250,32090,-,**,-,**,-,**,-,**,-,**,-,**,-,**,56250,32090,33750,5670,56750,36952,76250,55143,32083,49577,75625,38151,57000,41349,76875,36382,76563,29190,-,**,-,**,36667,6620,-,**,-,**,-,**,36250,6394,36250,6394,-,**,(X),(X),(X),(X),(X),(X),"Mound Station village, Illinois"
1600000US1750829,37955,184,42,94.6,5.7,0,16.1,2.7,4.5,0,16.1,0,16.1,0,16.1,2.7,3.8,0,16.1,94.6,5.7,6,9.4,15.8,9.9,46.7,14.2,31.5,13.7,132,37,28,15,72,15,87.1,13.1,11.4,13.3,1.5,2.5,52,29,53.8,31.2,50,30.4,3.8,8.3,46.2,31.2,40.4,29.8,5.8,7.9,34.8,(X),32.6,(X),40.4,(X),4500,39091,5721,-,**,-,**,-,**,-,**,-,**,-,**,-,**,39091,5721,-,**,37031,6423,52500,19429,33750,22073,45833,7703,37679,32276,47917,7848,49583,8694,21705,18229,-,**,25417,14037,23125,15024,21250,15548,-,**,35833,23007,35521,35408,-,**,(X),(X),(X),(X),(X),(X),"Mount Auburn village, Illinois"
1600000US1750868,39267,3131,161,98.7,1.4,0.3,0.5,0,1,0,1,0,1,0.4,0.6,0.7,1,0.7,0.7,98.5,1.4,6,2.2,25.4,3.2,37.4,3.7,31.2,2.8,2105,159,34.7,4.6,65.3,4.6,75.5,6,11.9,4.2,12.6,5.1,1026,135,71.1,6.9,62.6,7.8,8.5,5.4,28.9,6.9,24.3,7.6,4.7,4.5,36.9,(X),37.8,(X),34.5,(X),3635,39394,4065,-,**,-,**,-,**,-,**,38875,5526,16618,18450,38833,3766,39394,4036,26000,24045,55134,7538,53380,7218,26860,4281,53725,2422,54306,9881,53542,3884,57599,6628,21944,10636,53373,10235,18398,3526,16016,2113,15531,2092,39345,35349,28750,13354,25341,8683,38790,1025,(X),(X),(X),(X),(X),(X),"Mount Carmel city, Illinois"
1600000US1750881,39279,821,57,100,3.9,0,3.9,0,3.9,0,3.9,0,3.9,0,3.9,0,3.9,2.1,2,97.9,2,5.4,3.9,30.1,5,34.1,4.9,30.5,4.4,524,49,44.1,6.9,55.9,6.9,75.2,6.4,19.3,5.7,5.5,5.3,297,55,62.6,9.5,52.9,10.2,9.8,6.9,37.4,9.5,33.3,9.6,4,3.4,24.4,(X),19.8,(X),31.3,(X),4760,39279,4760,-,**,-,**,-,**,-,**,-,**,-,**,32969,34262,39904,5006,18462,13606,38472,12220,52625,6346,32250,7109,52656,4458,43750,14254,56375,6036,61528,3890,21563,8291,28309,1993,20160,2327,19300,3268,18854,6560,19712,14208,20848,2922,20670,3888,36000,35231,(X),(X),(X),(X),(X),(X),"Mount Carroll city, Illinois"
1600000US1750920,60000,126,58,99.2,2,0,22.5,0.8,2,0,22.5,0,22.5,0,22.5,0,22.5,0,22.5,99.2,2,0,22.5,28.6,12.9,42.1,13.9,29.4,12.7,102,47,41.2,15.6,58.8,15.6,60.8,16.1,31.4,14.9,7.8,8.1,24,17,62.5,28.5,62.5,28.5,0,60.5,37.5,28.5,25,21,12.5,21.2,27,(X),22.5,(X),45.8,(X),30429,62813,35918,-,**,-,**,-,**,-,**,-,**,-,**,-,**,62813,35918,-,**,24722,75470,83438,33813,40417,10697,66250,24096,29167,48156,79167,21002,78611,18510,48333,44360,32500,61859,33750,24450,16250,29488,16250,29488,-,**,35625,40949,31250,25479,-,**,(X),(X),(X),(X),(X),(X),"Mount Clare village, Illinois"
1600000US1750933,50750,61,17,100,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,100,38,11.5,13,14.8,11.3,36.1,20.2,37.7,18.4,50,17,18,15,82,15,86,17.7,10,14.5,4,8.3,11,9,72.7,43.1,36.4,48.8,36.4,47.4,27.3,43.1,0,89.4,27.3,43.1,73.8,(X),72,(X),81.8,(X),20850,50750,20850,-,**,-,**,-,**,-,**,-,**,-,**,-,**,50750,20850,77813,72746,57917,15008,55000,15956,35208,57633,45000,20542,39375,23302,50417,31792,51750,15425,29583,11429,-,**,43750,55636,45000,101055,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),"Mount Erie village, Illinois"
1600000US1750998,48233,1363,183,99.3,1.2,0,2.4,0,2.4,0,2.4,0,2.4,0.7,1.2,0,2.4,1.9,2.4,98.1,2.4,3.2,3.7,33.2,7.3,36.5,8.2,27.1,7.1,919,156,47,11.2,53,11.2,75.8,9.9,24.2,9.9,0,3.5,444,134,67.3,13.6,64.4,14.8,2.9,4.8,32.7,13.6,28.2,12.8,4.5,7,21.6,(X),21.4,(X),15.5,(X),14681,48664,14192,-,**,-,**,-,**,-,**,-,**,-,**,15469,1783,49353,13378,55536,5623,66211,17761,47697,22802,24256,4717,57344,13360,67800,26374,56684,11254,68475,7609,14963,4482,-,**,20900,5921,19299,2880,19053,2316,-,**,36313,27642,50078,55074,-,**,(X),(X),(X),(X),(X),(X),"Mount Morris village, Illinois"
1600000US1751024,40703,1012,95,98.9,1.5,0,3.2,0,3.2,0,3.2,0,3.2,0,3.2,1.1,1.5,0,3.2,98.9,1.5,2.3,1.9,34.3,6.4,39,6.6,24.4,7.8,601,81,41.1,7,58.9,7,81.5,7.3,16,7.2,2.5,2.9,411,93,55,13.5,49.4,12.9,5.6,7.9,45,13.5,43.1,13.7,1.9,2.8,14.3,(X),14.1,(X),14.6,(X),6761,41133,7076,-,**,-,**,-,**,-,**,-,**,-,**,-,**,41133,7076,44107,38189,54261,15893,46597,11833,24543,5458,65563,4399,65320,3516,66176,20155,67083,3572,18333,21469,37344,1938,18618,6343,16207,3635,15216,3028,-,**,25982,16396,26696,17523,-,**,(X),(X),(X),(X),(X),(X),"Mount Olive city, Illinois"
1600000US1751089,67882,20447,488,79,1.9,2.1,0.9,0,0.1,11.2,1.7,0,0.2,6.4,1.3,1.2,0.7,9.8,1.4,75.6,2,2.7,0.9,33.7,2,37.1,2.1,26.4,1.6,13983,336,43.5,2.4,56.5,2.4,82.2,2.5,11,2.1,6.8,1.7,6464,547,49.7,4.2,44.2,3.8,5.5,2.3,50.3,4.2,39.5,4.3,10.8,3.3,28.6,(X),28.1,(X),29.5,(X),2999,73276,3152,57311,16507,-,**,63722,7069,-,**,47162,6080,42181,6643,53177,10057,72983,3117,43464,7317,69750,6182,87332,6027,48490,3171,83608,3636,88402,4833,80625,4985,89805,3159,55635,10180,55750,13833,39928,3587,33832,4034,30240,4454,74831,32687,51002,7408,43876,8182,83621,11924,(X),(X),(X),(X),(X),(X),"Mount Prospect village, Illinois"
1600000US1751128,46944,666,67,99.8,0.4,0,4.8,0,4.8,0,4.8,0,4.8,0,4.8,0.2,0.4,0,4.8,99.8,0.4,1.7,1.9,28.2,5.3,39.2,6,30.9,5.1,420,53,43.6,7.4,56.4,7.4,75.7,6.7,13.1,5.3,11.2,6.6,246,46,59.3,9.4,57.7,9.8,1.6,2.4,40.7,9.4,40.7,9.4,0,12.4,30.3,(X),32.4,(X),26.8,(X),14801,46806,14760,-,**,-,**,-,**,-,**,-,**,-,**,-,**,46806,14760,27292,20447,56000,8871,68239,5693,29000,5792,69300,5716,60893,14362,72375,16982,78971,7617,30417,18565,22917,67636,25781,1813,22969,2315,22656,2166,-,**,31875,9081,31875,9081,-,**,(X),(X),(X),(X),(X),(X),"Mount Pulaski city, Illinois"
1600000US1751154,34155,989,106,98.9,1.3,0.4,0.6,0,3.2,0.7,1.1,0,3.2,0,3.2,0,3.2,0,3.2,98.9,1.3,6.9,4.9,38.7,6.4,28.5,7.5,25.9,6.1,569,104,48.2,9.1,51.8,9.1,65.7,9.5,25.8,8.5,8.4,6.7,420,86,45.2,12.4,45.2,12.4,0,7.4,54.8,12.4,45.7,12.2,9,7.4,24.9,(X),18.5,(X),26.9,(X),2085,34122,1708,-,**,-,**,-,**,-,**,-,**,-,**,-,**,34122,1708,33056,31190,42039,7968,33529,8544,21818,16746,42862,6173,44741,8834,37750,9490,52500,12622,29196,13623,8571,44435,25000,8221,18026,6890,18026,6890,-,**,33558,3226,32742,9082,34762,116758,(X),(X),(X),(X),(X),(X),"Mount Sterling city, Illinois"
1600000US1751180,32219,6613,203,86.9,1.9,10.8,2.1,0.4,0.4,0.5,0.4,0.1,0.2,0.5,0.3,0.8,0.6,1.4,0.6,86.2,2,8.8,2.4,29.8,3.4,33.8,3,27.6,2.5,3781,238,42.4,4.4,57.6,4.4,63.3,4.8,25,3.9,11.6,3.3,2832,275,60.3,4.8,52.3,5.1,8.1,3.2,39.7,4.8,33.3,4.7,6.4,3.1,23.2,(X),21.1,(X),25.1,(X),2564,33599,2674,15114,9283,45952,4645,152500,369493,-,**,43629,383,15724,18179,41944,4230,33558,2655,17429,6594,36250,4713,41711,6558,26426,4044,39313,6471,30763,4397,51328,4319,57424,2997,16724,4352,32073,6172,22266,5104,18434,4811,16642,2597,40114,6695,25469,3820,23799,8183,42237,22440,(X),(X),(X),(X),(X),(X),"Mount Vernon city, Illinois"
1600000US1751206,65684,2093,136,100,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,100,1.5,3.5,2.7,34.4,4.9,42.7,5.8,19.4,4.6,1624,142,37.8,6.5,62.2,6.5,84.7,6.7,12.2,5.8,3.1,2.7,469,136,63.1,14.8,55.9,15.8,7.2,8.3,36.9,14.8,27.7,14,9.2,10,21.9,(X),19,(X),32.2,(X),12509,65684,12509,-,**,-,**,-,**,-,**,-,**,-,**,-,**,65684,12509,12070,20683,70930,9967,85952,11739,37647,16111,74741,12403,68875,11955,80691,13170,82287,8566,26667,16149,65978,21314,25664,9416,19531,8414,18984,8604,58229,66652,51375,40681,52000,42267,22240,63483,(X),(X),(X),(X),(X),(X),"Mount Zion village, Illinois"
1600000US1751232,47171,784,87,99.7,0.7,0,4.1,0,4.1,0,4.1,0,4.1,0,4.1,0.3,0.7,0,4.1,99.7,0.7,1,1.1,35.6,5.7,37.5,5.5,25.9,5.6,540,81,49.4,8,50.6,8,79.4,7.1,17,5.9,3.5,3.7,244,50,66.8,10.4,59,12.7,7.8,9.6,33.2,10.4,31.6,10.4,1.6,2.3,24.2,(X),27.4,(X),17.2,(X),5249,47105,5077,-,**,-,**,-,**,-,**,-,**,-,**,-,**,47105,5077,23750,50257,47330,12653,61667,11599,30893,6090,56618,9661,46328,17932,63750,11681,65815,7044,28333,14444,39327,93352,27917,9098,26528,10671,25000,9306,53417,56593,32969,13018,29583,14262,-,**,(X),(X),(X),(X),(X),(X),"Moweaqua village, Illinois"
1600000US1751271,19583,31,13,90.3,14.5,0,53.3,0,53.3,0,53.3,0,53.3,3.2,8.1,6.5,12,3.2,8.1,90.3,14.5,0,53.3,25.8,25.5,35.5,29.6,38.7,33.3,14,11,42.9,49,57.1,49,71.4,40.3,28.6,40.3,0,79.3,17,11,52.9,44.7,52.9,44.7,0,71.9,47.1,44.7,5.9,16.3,41.2,44.5,12.9,(X),14.3,(X),11.8,(X),11057,18750,26291,-,**,-,**,-,**,-,**,-,**,-,**,-,**,18750,26291,-,**,53000,77069,18125,15385,17500,51552,14063,3593,13750,81031,14167,4851,13750,2004,43750,85181,-,**,52750,67830,21875,67944,21875,67944,-,**,53000,46820,-,**,53250,31184,(X),(X),(X),(X),(X),(X),"Muddy village, Illinois"
1600000US1751284,32396,279,53,97.1,2.6,1.8,2.7,0,11,0,11,1.1,1.7,0,11,0,11,0,11,97.1,2.6,5.4,5.3,45.9,10.7,26.9,9.8,21.9,7.9,206,54,55.3,15.1,44.7,15.1,62.1,12.9,22.8,11.4,15,12.3,73,30,65.8,22.6,54.8,22.4,11,15.8,34.2,22.6,27.4,22.4,6.8,9.9,23.3,(X),25.2,(X),13.7,(X),10972,35104,11289,-,**,-,**,-,**,-,**,-,**,-,**,-,**,35104,11289,28750,26212,40000,22582,47813,42658,23750,13384,38750,8756,36071,20371,43125,11728,46667,24659,20179,10519,23750,104136,15313,3727,15833,2751,15000,3080,24167,67077,13438,28760,12273,39990,-,**,(X),(X),(X),(X),(X),(X),"Mulberry Grove village, Illinois"
1600000US1751310,17083,47,29,100,43.3,0,43.3,0,43.3,0,43.3,0,43.3,0,43.3,0,43.3,0,43.3,100,43.3,0,43.3,0,43.3,46.8,38.1,53.2,38.1,22,25,0,63.2,100,63.2,100,63.2,0,63.2,0,63.2,25,19,100,59.3,100,59.3,0,59.3,0,59.3,0,59.3,0,59.3,46.8,(X),100,(X),0,(X),70687,17083,70687,-,**,-,**,-,**,-,**,-,**,-,**,-,**,17083,70687,-,**,-,**,82708,56343,13750,4434,82708,56343,-,**,82708,56343,82708,56343,-,**,-,**,13750,4434,13750,4434,13750,4434,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),"Mulkeytown CDP, Illinois"
1600000US1751336,48125,55,20,100,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,100,40,0,40,30.9,23.3,40,18,29.1,19,42,19,31,23.9,69,23.9,78.6,18.6,14.3,14.9,7.1,10.9,13,8,76.9,35.8,76.9,35.8,0,82.3,23.1,35.8,23.1,35.8,0,82.3,34.5,(X),31,(X),46.2,(X),18883,48125,18883,-,**,-,**,-,**,-,**,-,**,-,**,-,**,48125,18883,-,**,73393,18704,47500,22194,22500,24480,50000,37677,49375,2705,72917,47915,72917,35518,18750,32900,-,**,15313,7308,15625,7937,15625,7937,-,**,11875,37191,11875,37191,-,**,(X),(X),(X),(X),(X),(X),"Muncie village, Illinois"
1600000US1751349,82759,10314,342,81.6,2,0.7,0.5,0.1,0.1,8.6,1.5,0,0.3,8.8,1.7,0.2,0.3,19.6,1.9,70.7,2.3,3.3,1.1,41.9,2.4,42.3,2.4,12.5,1.4,7684,298,55,2.6,45,2.6,84.7,3.3,9.7,2.4,5.6,1.8,2630,298,51.1,5.3,42.1,6.2,9,4,48.9,5.3,37.5,5.7,11.4,3.5,30.3,(X),30.1,(X),29.3,(X),5503,85617,4182,131250,38448,-,**,83333,13738,-,**,55481,12810,-,**,56956,11477,88858,4727,56417,20085,83361,7676,97750,7854,49516,5440,87825,4584,84329,7625,93542,14302,97167,9053,48036,13358,60741,19228,58061,8953,50386,5790,47675,4378,70682,33658,63490,9132,57883,11649,76667,45398,(X),(X),(X),(X),(X),(X),"Mundelein village, Illinois"
1600000US1751453,30013,3712,287,84.3,4,12.4,3.2,0,0.9,0,0.9,0,0.9,1.9,2.2,1.5,0.9,3.1,2.3,83.1,4,4.4,2.2,38.1,5.1,33.2,4.3,24.3,4.1,1894,171,41.5,7.4,58.5,7.4,60.7,8.2,30.4,8.2,8.9,4.3,1818,282,61.1,8.7,48.1,7.6,13,6.1,38.9,8.7,36.2,8.5,2.7,2.3,27.7,(X),29.3,(X),23.9,(X),5175,31064,2989,11266,6520,-,**,-,**,-,**,-,**,14868,10222,52899,47063,31217,3150,18750,10713,33240,10010,31455,8804,20100,6347,40867,9055,35729,14165,45093,11697,52311,13347,26708,11132,12159,21232,19059,5030,17467,5366,15772,3590,68889,51516,22731,10615,19127,10245,42583,28410,(X),(X),(X),(X),(X),(X),"Murphysboro city, Illinois"
1600000US1751479,43542,263,47,100,11.6,0,11.6,0,11.6,0,11.6,0,11.6,0,11.6,0,11.6,0,11.6,100,11.6,5.7,6.5,33.8,12.1,41.8,11.1,18.6,8.1,185,44,44.9,13.7,55.1,13.7,87.6,10.4,11.4,9.8,1.1,2.8,78,30,64.1,21.6,59,22.8,5.1,7.8,35.9,21.6,35.9,21.6,0,32.7,24.3,(X),22.7,(X),28.2,(X),14191,43542,14191,-,**,-,**,-,**,-,**,-,**,-,**,-,**,43542,14191,16705,15176,42813,19210,60313,10209,25313,14441,59904,7256,44375,31928,63750,7053,63438,8893,16058,1496,-,**,14444,4323,13889,1850,13611,1751,-,**,28750,29345,28750,29345,-,**,(X),(X),(X),(X),(X),(X),"Murrayville village, Illinois"
1600000US1751622,101911,48312,577,80.5,0.9,4.8,0.8,0.2,0.1,12.1,0.6,0.1,0.1,1.1,0.3,1.2,0.3,4.5,0.7,77.5,1,2,0.6,40.1,1.2,45.4,1,12.5,0.7,36790,417,57.9,1.2,42.1,1.2,87.6,1.2,9.7,1.1,2.7,0.7,11522,607,59.4,3.3,51.4,3.4,8,1.8,40.6,3.3,34.2,3.2,6.4,1.7,23.8,(X),24.5,(X),21.2,(X),2139,104212,2177,57747,4849,73646,32692,106445,5476,-,**,50888,42790,47386,20069,57963,7822,106129,2781,48397,10052,101815,4597,121930,3330,50276,5704,121713,2530,130050,4399,112478,5660,131967,3115,55054,5760,58750,33036,53616,3153,48675,2319,44031,3153,79640,4361,61968,6877,60486,7576,70216,17487,(X),(X),(X),(X),(X),(X),"Naperville city, Illinois"
1600000US1751648,32404,252,45,95.2,7.8,4.8,7.8,0,12.1,0,12.1,0,12.1,0,12.1,0,12.1,0.8,1.9,94.4,8.2,14.7,11.4,27.4,10.1,36.5,10.4,21.4,9.3,158,35,38,14.4,62,14.4,65.8,17.3,18.4,16.3,15.8,12.5,94,33,62.8,19.2,47.9,19.8,14.9,13.1,37.2,19.2,31.9,18.1,5.3,6.8,22.2,(X),17.1,(X),30.9,(X),7558,35833,9349,-,**,-,**,-,**,-,**,-,**,-,**,-,**,36111,9116,30729,28184,26806,7139,56250,13129,31563,9554,49583,21752,37500,35750,53250,14904,61667,19620,20096,37683,32083,33020,20357,3921,20268,4587,17708,7187,31250,14833,25417,29097,21250,29073,57917,94161,(X),(X),(X),(X),(X),(X),"Naplate village, Illinois"
1600000US1751661,34167,28,15,100,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,100,56,0,56,3.6,9.9,89.3,18.1,7.1,14.3,18,12,44.4,39,55.6,39,100,69.9,0,69.9,0,69.9,10,10,0,93.8,0,93.8,0,93.8,100,93.8,20,54.9,80,54.9,3.6,(X),5.6,(X),0,(X),19187,34167,19187,-,**,-,**,-,**,-,**,-,**,-,**,-,**,34167,19187,-,**,-,**,32917,23741,-,**,52500,27410,35000,62407,57917,32826,52500,27410,-,**,-,**,24063,13278,-,**,-,**,-,**,24063,13278,-,**,-,**,(X),(X),(X),(X),(X),(X),"Naples town, Illinois"
1600000US1751700,47139,1367,115,100,2.3,0,2.3,0,2.3,0,2.3,0,2.3,0,2.3,0,2.3,0,2.3,100,2.3,5.8,4,36,5.5,31.5,4.4,26.7,3.6,892,79,50.3,7.6,49.7,7.6,81.8,7.9,16,7.9,2.1,2.7,475,116,48.6,11.9,44.8,12.6,3.8,4.2,51.4,11.9,45.3,12.5,6.1,5.6,15.2,(X),14.7,(X),16.2,(X),5747,47139,5747,-,**,-,**,-,**,-,**,-,**,-,**,-,**,47139,5747,14515,1336,66944,8580,56289,15329,32356,8437,64861,7780,69727,9093,52656,10365,71250,7100,14974,13398,44875,149912,30521,11810,30272,9092,28917,13512,121250,52485,30962,25752,21620,19559,88523,58338,(X),(X),(X),(X),(X),(X),"Nashville city, Illinois"
1600000US1751726,41563,88,19,100,29.9,0,29.9,0,29.9,0,29.9,0,29.9,0,29.9,0,29.9,0,29.9,100,29.9,0,29.9,39.8,15.1,39.8,14.3,20.5,10.9,59,17,30.5,19.5,69.5,19.5,84.7,11.2,6.8,6.5,8.5,10,29,12,48.3,21.3,41.4,24.4,6.9,10.1,51.7,21.3,51.7,21.3,0,55.1,29.5,(X),30.5,(X),27.6,(X),3433,41563,3433,-,**,-,**,-,**,-,**,-,**,-,**,-,**,41563,3433,-,**,45417,7963,39375,11958,36250,7027,44375,2451,45833,21775,42813,4109,44750,2426,17500,2197,45417,6894,28125,18864,18125,18913,13750,14786,-,**,31250,10719,31250,10719,-,**,(X),(X),(X),(X),(X),(X),"Nason city, Illinois"
1600000US1751791,37216,431,51,97.7,2.1,0,7.3,0,7.3,0.7,1,0,7.3,0,7.3,1.6,1.8,0,7.3,97.7,2.1,10.7,8,16.5,6.3,33.9,8.1,39,9,255,40,35.3,11,64.7,11,90.2,7.6,2.7,3.1,7.1,7.1,176,47,69.3,15.4,66.5,15.2,2.8,4,30.7,15.4,29,15.6,1.7,2.8,25.3,(X),25.1,(X),25.6,(X),6243,36908,7557,-,**,-,**,-,**,-,**,-,**,90313,22492,-,**,36908,7557,9286,31059,62813,45006,43333,14978,27059,8504,56250,15518,71500,27730,49531,9614,53750,15721,42813,41095,86364,1779,19896,5845,20500,5413,21750,5965,-,**,18750,23976,17813,21962,-,**,(X),(X),(X),(X),(X),(X),"Nauvoo city, Illinois"
1600000US1751882,24773,186,35,100,16,0,16,0,16,0,16,0,16,0,16,0,16,1.1,2.2,98.9,2.2,10.8,8.4,22,9.4,40.3,9.5,26.9,9.3,127,33,35.4,13.7,64.6,13.7,55.9,16,24.4,15.5,19.7,12,59,19,54.2,16.4,47.5,15.2,6.8,10.5,45.8,16.4,42.4,15.5,3.4,6.8,48.9,(X),52,(X),42.4,(X),9088,24773,9088,-,**,-,**,-,**,-,**,-,**,-,**,-,**,25000,9573,23750,33761,13125,15460,36875,27775,18750,10403,34063,13677,32750,18673,40000,30073,49107,6335,13646,14500,21042,2893,14107,12130,13929,12697,13214,7008,28333,2832,17917,18012,18750,17579,-,**,(X),(X),(X),(X),(X),(X),"Nebo village, Illinois"
1600000US1751947,50875,65,22,98.5,3.9,0,36.7,0,36.7,0,36.7,0,36.7,0,36.7,1.5,3.9,0,36.7,98.5,3.9,3.1,6.2,32.3,20.3,49.2,20.6,15.4,9.2,47,21,38.3,23.7,61.7,23.7,85.1,13.8,10.6,13.3,4.3,7,18,12,33.3,35.1,22.2,28.2,11.1,19.5,66.7,35.1,66.7,35.1,0,69.9,32.3,(X),25.5,(X),50,(X),11975,50750,12518,-,**,-,**,-,**,-,**,-,**,-,**,-,**,50750,12518,-,**,95375,78109,52000,7663,21875,5617,54583,35187,53333,27722,71250,51855,66250,55832,9063,33033,-,**,23333,14715,18750,31578,"2,500-",***,-,**,24167,20714,24167,20714,-,**,(X),(X),(X),(X),(X),(X),"Nelson village, Illinois"
1600000US1751986,39083,675,96,99.6,0.7,0,4.7,0.4,0.7,0,4.7,0,4.7,0,4.7,0,4.7,0,4.7,99.6,0.7,1.9,1.8,31.1,6.4,40.3,7.4,26.7,6.8,474,70,48.1,8.1,51.9,8.1,80.8,7.4,16,7,3.2,2.6,201,58,54.2,13.1,54.2,13.1,0,14.9,45.8,13.1,42.3,13,3.5,4.7,27.1,(X),21.9,(X),31.3,(X),7358,39333,7367,-,**,-,**,-,**,-,**,-,**,-,**,-,**,39333,7367,48750,34880,46250,11628,49545,9262,20714,3801,50833,4386,51324,7146,50192,10847,56193,6060,27955,6274,25893,7662,20580,3059,19531,3923,19531,3923,-,**,24167,16106,21875,14388,61875,27671,(X),(X),(X),(X),(X),(X),"Neoga city, Illinois"
